Price(M),Floor,Area (Saleable),Trans Date,Age,Club,DisMTR(km),DisCBD(km),SchoolZone
493,8,340,8/6/2018,32.75,0,1.6,16.2,0
479,5,306,3/7/2018,32.75,0,1.6,16.2,0
465,30,340,13/2/2018,32.75,0,1.6,16.2,0
445,28,306,7/5/2018,32.75,0,1.6,16.2,0
400,28,341,20/4/2018,32.75,0,1.6,16.2,0
433,20,287,7/3/2018,32.75,0,1.6,16.2,0
360,19,306,9/2/2018,32.75,0,1.6,16.2,0
508,19,287,21/9/2018,32.75,0,1.6,16.2,0
440,15,287,2/10/2018,32.75,0,1.6,16.2,0
453,14,340,25/4/2018,32.75,0,1.6,16.2,0
504,14,341,16/7/2018,32.75,0,1.6,16.2,0
465,12,306,1/6/2018,32.75,0,1.6,16.2,0
463,11,340,3/7/2018,32.75,0,1.6,16.2,0
499,6,341,3/7/2018,32.75,0,1.6,16.2,0
420,6,306,7/2/2018,32.75,0,1.6,16.2,0
385,2,306,6/2/2018,32.75,0,1.6,16.2,0
528,32,340,27/9/2018,32.75,0,1.6,16.2,0
506,30,287,17/8/2018,32.75,0,1.6,16.2,0
475,25,287,29/6/2018,32.75,0,1.6,16.2,0
398,12,340,26/6/2018,32.75,0,1.6,16.2,0
445,7,287,30/4/2018,32.75,0,1.6,16.2,0
350,2,306,9/2/2018,32.75,0,1.6,16.2,0
445,25,287,14/5/2018,32.75,0,1.6,16.2,0
450,22,340,2/5/2018,32.75,0,1.6,16.2,0
425,18,287,27/3/2018,32.75,0,1.6,16.2,0
412,11,287,11/1/2018,32.75,0,1.6,16.2,0
470,7,340,3/5/2018,32.75,0,1.6,16.2,0
464,7,306,13/9/2018,32.75,0,1.6,16.2,0
420,5,306,8/3/2018,32.75,0,1.6,16.2,0
423,3,341,12/4/2018,32.75,0,1.6,16.2,0
1468,57,827,6/4/2018,11.75,1,0.75,16.9,0
1000,56,656,14/2/2018,11.75,1,0.75,16.9,0
965,51,507,20/6/2018,11.75,1,0.75,16.9,0
929,18,508,22/3/2018,11.75,1,0.75,16.9,0
880,12,508,6/6/2018,11.75,1,0.75,16.9,0
1058,9,670,17/1/2018,11.75,1,0.75,16.9,0
1050,65,668,30/1/2018,11.75,1,0.75,16.9,0
900,61,507,8/6/2018,11.75,1,0.75,16.9,0
1380,55,670,3/9/2018,11.75,1,0.75,16.9,0
972,18,522,16/11/2018,11.75,1,0.75,16.9,0
1168,17,670,2/5/2018,11.75,1,0.75,16.9,0
900,11,522,9/4/2018,11.75,1,0.75,16.9,0
1200,9,670,24/4/2018,11.75,1,0.75,16.9,0
860,8,508,18/4/2018,11.75,1,0.75,16.9,0
1818,61,1011,20/6/2018,11.75,1,0.75,16.9,0
936,60,522,4/1/2018,11.75,1,0.75,16.9,0
958,59,507,17/5/2018,11.75,1,0.75,16.9,0
1438,50,739,10/5/2018,11.75,1,0.75,16.9,0
1248,39,670,17/4/2018,11.75,1,0.75,16.9,0
903,39,523,9/1/2018,11.75,1,0.75,16.9,0
1350,37,822,20/11/2018,11.75,1,0.75,16.9,0
975,37,507,5/10/2018,11.75,1,0.75,16.9,0
1800,29,1009,3/10/2018,11.75,1,0.75,16.9,0
950,26,508,11/5/2018,11.75,1,0.75,16.9,0
1250,21,742,6/9/2018,11.75,1,0.75,16.9,0
920,20,508,23/5/2018,11.75,1,0.75,16.9,0
1300,19,826,14/2/2018,11.75,1,0.75,16.9,0
1493,17,826,8/5/2018,11.75,1,0.75,16.9,0
1515,12,826,5/6/2018,11.75,1,0.75,16.9,0
940,33,522,1/3/2018,11.75,1,0.75,16.9,0
898,28,508,8/6/2018,11.75,1,0.75,16.9,0
1515,17,825,31/7/2018,11.75,1,0.75,16.9,0
880,16,522,3/1/2018,11.75,1,0.75,16.9,0
1510,7,1009,13/4/2018,11.75,1,0.75,16.9,0
980,66,507,3/7/2018,11.75,1,0.75,16.9,0
1155,59,596,18/4/2018,11.75,1,0.75,16.9,0
1098,57,597,2/1/2018,11.75,1,0.75,16.9,0
890,52,507,25/1/2018,11.75,1,0.75,16.9,0
920,36,523,22/2/2018,11.75,1,0.75,16.9,0
924,12,522,29/10/2018,11.75,1,0.75,16.9,0
750,45,437,14/3/2018,15.58,1,1.9,16.1,0
747,40,533,15/1/2018,15.58,1,1.9,16.1,0
890,32,533,7/8/2018,15.58,1,1.9,16.1,0
628,11,435,31/5/2018,15.58,1,1.9,16.1,0
600,10,435,23/2/2018,15.58,1,1.9,16.1,0
738,9,532,29/3/2018,15.58,1,1.9,16.1,0
700,41,437,14/8/2018,15.58,1,1.9,16.1,0
723,33,446,21/9/2018,15.58,1,1.9,16.1,0
700,17,440,17/8/2018,15.58,1,1.9,16.1,0
658,16,446,27/4/2018,15.58,1,1.9,16.1,0
705,12,455,10/8/2018,15.58,1,1.9,16.1,0
650,6,433,1/8/2018,15.58,1,1.9,16.1,0
770,43,483,11/7/2018,15.58,1,1.9,16.1,0
700,35,424,4/7/2018,15.58,1,1.9,16.1,0
640,33,455,6/12/2018,15.58,1,1.9,16.1,0
710,31,437,25/7/2018,15.58,1,1.9,16.1,0
660,22,455,8/5/2018,15.58,1,1.9,16.1,0
600,21,435,2/5/2018,15.58,1,1.9,16.1,0
600,18,481,22/6/2018,15.58,1,1.9,16.1,0
685,16,479,4/5/2018,15.58,1,1.9,16.1,0
600,7,435,21/5/2018,15.58,1,1.9,16.1,0
641,43,424,1/3/2018,15.58,1,1.9,16.1,0
720,33,455,19/9/2018,15.58,1,1.9,16.1,0
675,31,433,21/5/2018,15.58,1,1.9,16.1,0
1050,29,630,7/11/2018,15.58,1,1.9,16.1,0
980,26,628,13/7/2018,15.58,1,1.9,16.1,0
618,11,446,12/2/2018,15.58,1,1.9,16.1,0
645,8,446,4/5/2018,15.58,1,1.9,16.1,0
615,6,449,5/1/2018,15.58,1,1.9,16.1,0
693,50,413,31/12/2018,12.33,1,1.1,15.1,0
778,49,423,4/9/2018,12.33,1,1.1,15.1,0
750,49,429,31/5/2018,12.33,1,1.1,15.1,0
680,49,419,8/3/2018,12.33,1,1.1,15.1,0
590,49,238,5/12/2018,12.33,1,1.1,15.1,0
530,49,238,25/6/2018,12.33,1,1.1,15.1,0
833,46,423,14/9/2018,12.33,1,1.1,15.1,0
542,39,308,31/1/2018,12.33,1,1.1,15.1,0
500,38,244,13/6/2018,12.33,1,1.1,15.1,0
750,37,395,8/8/2018,12.33,1,1.1,15.1,0
718,36,419,5/9/2018,12.33,1,1.1,15.1,0
648,36,395,23/1/2018,12.33,1,1.1,15.1,0
650,33,395,20/2/2018,12.33,1,1.1,15.1,0
510,32,293,5/2/2018,12.33,1,1.1,15.1,0
465,31,244,15/5/2018,12.33,1,1.1,15.1,0
600,31,305,7/6/2018,12.33,1,1.1,15.1,0
600,31,308,20/7/2018,12.33,1,1.1,15.1,0
448,30,244,25/4/2018,12.33,1,1.1,15.1,0
495,30,293,12/1/2018,12.33,1,1.1,15.1,0
600,30,308,26/6/2018,12.33,1,1.1,15.1,0
545,29,308,9/3/2018,12.33,1,1.1,15.1,0
592,27,434,21/12/2018,12.33,1,1.1,15.1,0
530,27,238,11/6/2018,12.33,1,1.1,15.1,0
448,26,238,13/4/2018,12.33,1,1.1,15.1,0
514,25,293,26/2/2018,12.33,1,1.1,15.1,0
631,25,419,26/2/2018,12.33,1,1.1,15.1,0
550,25,293,26/4/2018,12.33,1,1.1,15.1,0
475,25,238,4/5/2018,12.33,1,1.1,15.1,0
615,22,395,29/1/2018,12.33,1,1.1,15.1,0
675,21,423,25/5/2018,12.33,1,1.1,15.1,0
600,19,308,30/7/2018,12.33,1,1.1,15.1,0
476,15,244,7/6/2018,12.33,1,1.1,15.1,0
538,15,238,21/8/2018,12.33,1,1.1,15.1,0
420,13,238,20/2/2018,12.33,1,1.1,15.1,0
487,12,293,7/2/2018,12.33,1,1.1,15.1,0
520,12,305,26/3/2018,12.33,1,1.1,15.1,0
520,12,395,10/1/2018,12.33,1,1.1,15.1,0
640,11,423,4/4/2018,12.33,1,1.1,15.1,0
455,10,244,23/4/2018,12.33,1,1.1,15.1,0
565,9,429,5/12/2018,12.33,1,1.1,15.1,0
600,9,293,6/8/2018,12.33,1,1.1,15.1,0
668,8,398,15/6/2018,12.33,1,1.1,15.1,0
668,8,395,26/6/2018,12.33,1,1.1,15.1,0
525,8,293,6/4/2018,12.33,1,1.1,15.1,0
478,7,244,27/6/2018,12.33,1,1.1,15.1,0
558,7,308,2/11/2018,12.33,1,1.1,15.1,0
598,7,395,25/1/2018,12.33,1,1.1,15.1,0
2979,1,1410,15/3/2018,1.42,1,3.7,30.5,0
2979,1,1410,2/3/2018,1.42,1,3.7,30.5,0
2879,1,1285,22/2/2018,1.42,1,3.7,30.5,0
2807,7,1402,9/2/2018,1.42,1,3.7,30.5,0
2338,1,1264,9/1/2018,1.42,1,3.7,30.5,0
2356,1,1234,2/1/2018,1.42,1,3.7,30.5,0
1337,3,981,16/1/2018,1.42,1,3.7,30.5,0
1312,2,981,17/1/2018,1.42,1,3.7,30.5,0
1882,15,987,6/4/2018,1.42,1,3.7,30.5,0
1560,1,1001,6/2/2018,1.42,1,3.7,30.5,0
1763,8,987,25/4/2018,1.42,1,3.7,30.5,0
684,1,444,8/6/2018,1.25,1,5.5,30.5,0
439,25,394,20/3/2018,29.25,0,1,35.1,0
420,24,394,2/11/2018,29.25,0,1,35.1,0
556,19,428,2/8/2018,29.25,0,1,35.1,0
535,19,428,18/7/2018,29.25,0,1,35.1,0
533,13,515,15/1/2018,29.25,0,1,35.1,0
457,10,428,21/2/2018,29.25,0,1,35.1,0
540,4,515,16/4/2018,29.25,0,1,35.1,0
435,1,428,1/2/2018,29.25,0,1,35.1,0
428,15,394,9/3/2018,29.25,0,1,35.1,0
538,9,515,6/4/2018,29.25,0,1,35.1,0
450,4,428,2/10/2018,29.25,0,1,35.1,0
465,29,428,5/2/2018,29.25,0,1,35.1,0
480,23,394,29/6/2018,29.25,0,1,35.1,0
430,18,428,13/2/2018,29.25,0,1,35.1,0
508,16,428,14/11/2018,29.25,0,1,35.1,0
530,14,515,3/12/2018,29.25,0,1,35.1,0
615,12,515,20/7/2018,29.25,0,1,35.1,0
448,7,428,9/1/2018,29.25,0,1,35.1,0
465,3,428,21/2/2018,29.25,0,1,35.1,0
450,3,394,9/5/2018,29.25,0,1,35.1,0
465,2,428,2/5/2018,29.25,0,1,35.1,0
500,30,428,9/4/2018,29.25,0,1,35.1,0
640,29,515,16/7/2018,29.25,0,1,35.1,0
487,29,428,7/6/2018,29.25,0,1,35.1,0
488,17,428,3/4/2018,29.25,0,1,35.1,0
409,7,394,27/2/2018,29.25,0,1,35.1,0
400,3,394,7/3/2018,29.25,0,1,35.1,0
526,31,419,30/5/2018,24.92,0,1,35.1,0
550,29,447,23/7/2018,24.92,0,1,35.1,0
435,27,447,10/12/2018,24.92,0,1,35.1,0
500,17,447,2/5/2018,24.92,0,1,35.1,0
482,12,419,19/4/2018,24.92,0,1,35.1,0
500,11,447,16/8/2018,24.92,0,1,35.1,0
465,11,447,1/3/2018,24.92,0,1,35.1,0
480,3,419,13/3/2018,24.92,0,1,35.1,0
548,33,447,28/5/2018,24.92,0,1,35.1,0
300,29,587,31/7/2018,24.92,0,1,35.1,0
450,23,419,31/10/2018,24.92,0,1,35.1,0
400,21,419,10/1/2018,24.92,0,1,35.1,0
543,18,447,30/7/2018,24.92,0,1,35.1,0
472,18,447,5/2/2018,24.92,0,1,35.1,0
500,17,447,7/5/2018,24.92,0,1,35.1,0
470,11,447,11/1/2018,24.92,0,1,35.1,0
484,3,419,19/4/2018,24.92,0,1,35.1,0
508,34,464,4/4/2018,24.92,0,1,35.1,0
528,21,464,31/5/2018,24.92,0,1,35.1,0
570,16,544,20/11/2018,24.92,0,1,35.1,0
540,12,475,29/6/2018,24.92,0,1,35.1,0
528,2,544,23/3/2018,24.92,0,1,35.1,0
480,28,447,15/3/2018,24.92,0,1,35.1,0
448,24,419,1/2/2018,24.92,0,1,35.1,0
547,23,447,13/7/2018,24.92,0,1,35.1,0
515,23,447,5/3/2018,24.92,0,1,35.1,0
468,18,447,8/1/2018,24.92,0,1,35.1,0
528,16,419,19/7/2018,24.92,0,1,35.1,0
480,1,447,12/4/2018,24.92,0,1,35.1,0
535,34,419,7/6/2018,24.92,0,1,35.1,0
495,33,447,23/3/2018,24.92,0,1,35.1,0
490,32,447,13/2/2018,24.92,0,1,35.1,0
470,24,419,17/7/2018,24.92,0,1,35.1,0
493,15,447,1/3/2018,24.92,0,1,35.1,0
207,6,447,10/1/2018,24.92,0,1,35.1,0
468,5,447,9/3/2018,24.92,0,1,35.1,0
420,4,447,12/1/2018,24.92,0,1,35.1,0
480,30,464,21/2/2018,24.92,0,1,35.1,0
610,24,544,17/1/2018,24.92,0,1,35.1,0
575,13,475,10/7/2018,24.92,0,1,35.1,0
575,11,475,2/11/2018,24.92,0,1,35.1,0
525,6,475,2/5/2018,24.92,0,1,35.1,0
444,6,464,7/12/2018,24.92,0,1,35.1,0
473,5,464,4/4/2018,24.92,0,1,35.1,0
559,19,450,17/4/2018,13.75,1,1.6,35.8,0
510,18,450,2/5/2018,13.75,1,1.6,35.8,0
535,17,362,31/8/2018,13.75,1,1.6,35.8,0
553,16,362,3/8/2018,13.75,1,1.6,35.8,0
540,15,568,21/12/2018,13.75,1,1.6,35.8,0
523,13,395,9/7/2018,13.75,1,1.6,35.8,0
483,11,450,10/4/2018,13.75,1,1.6,35.8,0
600,11,568,26/7/2018,13.75,1,1.6,35.8,0
568,10,568,13/6/2018,13.75,1,1.6,35.8,0
570,9,594,10/4/2018,13.75,1,1.6,35.8,0
498,6,361,25/5/2018,13.75,1,1.6,35.8,0
600,5,568,11/7/2018,13.75,1,1.6,35.8,0
595,5,584,10/7/2018,13.75,1,1.6,35.8,0
526,1,594,5/2/2018,13.75,1,1.6,35.8,0
493,19,362,15/6/2018,13.75,1,1.6,35.8,0
460,16,396,17/1/2018,13.75,1,1.6,35.8,0
599,15,450,26/9/2018,13.75,1,1.6,35.8,0
582,13,450,18/9/2018,13.75,1,1.6,35.8,0
400,10,362,10/7/2018,13.75,1,1.6,35.8,0
472,8,362,27/4/2018,13.75,1,1.6,35.8,0
452,8,396,11/1/2018,13.75,1,1.6,35.8,0
510,3,568,6/4/2018,13.75,1,1.6,35.8,0
465,1,380,10/4/2018,13.75,1,1.6,35.8,0
530,18,568,28/3/2018,13.75,1,1.6,35.8,0
470,18,396,14/12/2018,13.75,1,1.6,35.8,0
530,17,396,27/8/2018,13.75,1,1.6,35.8,0
478,16,396,21/5/2018,13.75,1,1.6,35.8,0
450,16,396,20/12/2018,13.75,1,1.6,35.8,0
464,13,362,31/5/2018,13.75,1,1.6,35.8,0
450,10,396,15/1/2018,13.75,1,1.6,35.8,0
483,9,396,8/5/2018,13.75,1,1.6,35.8,0
530,6,450,19/12/2018,13.75,1,1.6,35.8,0
560,3,396,10/8/2018,13.75,1,1.6,35.8,0
490,2,362,16/7/2018,13.75,1,1.6,35.8,0
515,1,412,29/5/2018,13.75,1,1.6,35.8,0
520,11,568,10/1/2018,13.75,1,1.6,35.8,0
585,9,568,7/6/2018,13.75,1,1.6,35.8,0
550,9,450,15/10/2018,13.75,1,1.6,35.8,0
399,8,362,7/2/2018,13.75,1,1.6,35.8,0
580,6,568,9/3/2018,13.75,1,1.6,35.8,0
530,6,362,15/10/2018,13.75,1,1.6,35.8,0
486,3,568,22/1/2018,13.75,1,1.6,35.8,0
467,1,380,21/6/2018,13.75,1,1.6,35.8,0
565,1,568,15/6/2018,13.75,1,1.6,35.8,0
497,1,568,12/3/2018,13.75,1,1.6,35.8,0
465,1,412,26/1/2018,13.75,1,1.6,35.8,0
565,18,568,18/4/2018,13.75,1,1.6,35.8,0
500,17,568,4/1/2018,13.75,1,1.6,35.8,0
600,17,396,3/8/2018,13.75,1,1.6,35.8,0
580,15,594,1/3/2018,13.75,1,1.6,35.8,0
495,2,396,17/7/2018,13.75,1,1.6,35.8,0
570,17,395,24/8/2018,13.75,1,1.6,35.8,0
463,15,362,21/12/2018,13.75,1,1.6,35.8,0
600,15,568,7/6/2018,13.75,1,1.6,35.8,0
548,13,362,13/7/2018,13.75,1,1.6,35.8,0
523,12,362,4/7/2018,13.75,1,1.6,35.8,0
499,10,450,19/4/2018,13.75,1,1.6,35.8,0
483,10,395,9/4/2018,13.75,1,1.6,35.8,0
579,9,584,20/4/2018,13.75,1,1.6,35.8,0
523,7,568,10/1/2018,13.75,1,1.6,35.8,0
457,7,361,9/2/2018,13.75,1,1.6,35.8,0
563,6,450,13/9/2018,13.75,1,1.6,35.8,0
520,16,361,29/6/2018,13.75,1,1.6,35.8,0
560,15,584,22/11/2018,13.75,1,1.6,35.8,0
518,13,450,31/5/2018,13.75,1,1.6,35.8,0
378,12,362,25/6/2018,13.75,1,1.6,35.8,0
520,12,584,29/1/2018,13.75,1,1.6,35.8,0
470,11,362,20/8/2018,13.75,1,1.6,35.8,0
670,11,584,23/10/2018,13.75,1,1.6,35.8,0
670,11,584,5/10/2018,13.75,1,1.6,35.8,0
490,10,361,29/6/2018,13.75,1,1.6,35.8,0
485,9,361,3/7/2018,13.75,1,1.6,35.8,0
460,7,361,9/4/2018,13.75,1,1.6,35.8,0
530,3,362,30/11/2018,13.75,1,1.6,35.8,0
468,2,450,31/12/2018,13.75,1,1.6,35.8,0
463,18,362,4/1/2018,13.75,1,1.6,35.8,0
530,13,568,6/2/2018,13.75,1,1.6,35.8,0
510,13,396,29/10/2018,13.75,1,1.6,35.8,0
488,10,362,24/5/2018,13.75,1,1.6,35.8,0
500,6,362,29/6/2018,13.75,1,1.6,35.8,0
520,5,568,7/2/2018,13.75,1,1.6,35.8,0
520,3,362,6/7/2018,13.75,1,1.6,35.8,0
515,3,568,28/3/2018,13.75,1,1.6,35.8,0
498,2,450,11/4/2018,13.75,1,1.6,35.8,0
600,18,568,12/12/2018,13.75,1,1.6,35.8,0
485,16,450,13/2/2018,13.75,1,1.6,35.8,0
568,15,568,18/4/2018,13.75,1,1.6,35.8,0
488,11,396,10/5/2018,13.75,1,1.6,35.8,0
506,11,396,26/9/2018,13.75,1,1.6,35.8,0
525,10,568,10/1/2018,13.75,1,1.6,35.8,0
503,9,396,23/7/2018,13.75,1,1.6,35.8,0
450,3,450,6/2/2018,13.75,1,1.6,35.8,0
560,3,568,15/5/2018,13.75,1,1.6,35.8,0
519,3,396,29/10/2018,13.75,1,1.6,35.8,0
510,2,396,31/7/2018,13.75,1,1.6,35.8,0
495,1,358,23/3/2018,13.75,1,1.6,35.8,0
465,18,396,5/3/2018,13.75,1,1.6,35.8,0
640,15,584,24/8/2018,13.75,1,1.6,35.8,0
590,15,567,30/5/2018,13.75,1,1.6,35.8,0
600,15,568,6/8/2018,13.75,1,1.6,35.8,0
482,15,361,27/12/2018,13.75,1,1.6,35.8,0
575,12,594,16/4/2018,13.75,1,1.6,35.8,0
425,12,396,13/12/2018,13.75,1,1.6,35.8,0
518,8,450,13/4/2018,13.75,1,1.6,35.8,0
600,2,594,3/10/2018,13.75,1,1.6,35.8,0
1350,42,718,22/8/2018,6,1,0.3,32.8,0
1328,42,722,21/2/2018,6,1,0.3,32.8,0
778,39,481,22/2/2018,6,1,0.3,32.8,0
780,36,482,4/12/2018,6,1,0.3,32.8,0
800,33,482,16/5/2018,6,1,0.3,32.8,0
300,29,484,29/6/2018,6,1,0.3,32.8,0
1390,28,889,16/5/2018,6,1,0.3,32.8,0
845,27,482,31/12/2018,6,1,0.3,32.8,0
838,27,481,6/8/2018,6,1,0.3,32.8,0
814,25,482,5/6/2018,6,1,0.3,32.8,0
968,12,619,14/6/2018,6,1,0.3,32.8,0
1290,11,889,10/1/2018,6,1,0.3,32.8,0
818,10,487,28/6/2018,6,1,0.3,32.8,0
900,45,646,26/1/2018,6,1,0.3,32.8,0
778,41,475,28/12/2018,6,1,0.3,32.8,0
865,38,488,26/6/2018,6,1,0.3,32.8,0
832,37,485,31/5/2018,6,1,0.3,32.8,0
750,35,487,1/2/2018,6,1,0.3,32.8,0
769,33,475,16/4/2018,6,1,0.3,32.8,0
800,33,485,31/5/2018,6,1,0.3,32.8,0
623,32,374,30/1/2018,6,1,0.3,32.8,0
790,26,488,13/12/2018,6,1,0.3,32.8,0
1038,15,646,3/7/2018,6,1,0.3,32.8,0
700,11,488,25/6/2018,6,1,0.3,32.8,0
770,11,487,19/6/2018,6,1,0.3,32.8,0
888,40,474,10/7/2018,4.67,1,0.3,32.8,0
667,39,372,24/7/2018,4.67,1,0.3,32.8,0
740,39,483,16/1/2018,4.67,1,0.3,32.8,0
759,38,483,28/3/2018,4.67,1,0.3,32.8,0
700,37,372,6/7/2018,4.67,1,0.3,32.8,0
837,36,483,15/6/2018,4.67,1,0.3,32.8,0
985,35,663,9/3/2018,4.67,1,0.3,32.8,0
768,35,474,28/2/2018,4.67,1,0.3,32.8,0
868,33,474,13/8/2018,4.67,1,0.3,32.8,0
1048,32,663,20/6/2018,4.67,1,0.3,32.8,0
986,31,663,8/2/2018,4.67,1,0.3,32.8,0
600,30,372,4/5/2018,4.67,1,0.3,32.8,0
742,27,483,12/2/2018,4.67,1,0.3,32.8,0
1080,25,663,4/9/2018,4.67,1,0.3,32.8,0
710,23,483,24/1/2018,4.67,1,0.3,32.8,0
750,22,510,9/1/2018,4.67,1,0.3,32.8,0
855,22,474,30/10/2018,4.67,1,0.3,32.8,0
738,15,485,21/2/2018,4.67,1,0.3,32.8,0
785,15,483,15/6/2018,4.67,1,0.3,32.8,0
675,8,485,29/1/2018,4.67,1,0.3,32.8,0
1030,8,663,30/5/2018,4.67,1,0.3,32.8,0
710,8,474,9/2/2018,4.67,1,0.3,32.8,0
720,7,490,10/5/2018,4.67,1,0.3,32.8,0
704,7,465,17/5/2018,4.67,1,0.3,32.8,0
1250,7,643,23/8/2018,4.67,1,0.3,32.8,0
1460,43,823,17/4/2018,4.67,1,0.3,32.8,0
760,39,484,25/1/2018,4.67,1,0.3,32.8,0
868,36,568,1/2/2018,4.67,1,0.3,32.8,0
840,33,474,5/6/2018,4.67,1,0.3,32.8,0
849,31,568,21/2/2018,4.67,1,0.3,32.8,0
1070,31,586,25/7/2018,4.67,1,0.3,32.8,0
850,30,568,25/1/2018,4.67,1,0.3,32.8,0
1318,30,815,27/4/2018,4.67,1,0.3,32.8,0
840,28,472,19/3/2018,4.67,1,0.3,32.8,0
1317,27,815,13/6/2018,4.67,1,0.3,32.8,0
960,26,663,7/2/2018,4.67,1,0.3,32.8,0
708,20,510,9/1/2018,4.67,1,0.3,32.8,0
828,20,568,25/1/2018,4.67,1,0.3,32.8,0
828,19,510,21/5/2018,4.67,1,0.3,32.8,0
800,19,484,22/8/2018,4.67,1,0.3,32.8,0
830,18,568,26/11/2018,4.67,1,0.3,32.8,0
1292,12,815,15/6/2018,4.67,1,0.3,32.8,0
1118,39,661,9/7/2018,4.67,1,0.3,32.8,0
814,37,477,11/6/2018,4.67,1,0.3,32.8,0
788,36,477,23/2/2018,4.67,1,0.3,32.8,0
880,36,474,9/7/2018,4.67,1,0.3,32.8,0
630,32,477,6/2/2018,4.67,1,0.3,32.8,0
795,32,474,7/3/2018,4.67,1,0.3,32.8,0
738,31,474,2/1/2018,4.67,1,0.3,32.8,0
1015,30,661,16/4/2018,4.67,1,0.3,32.8,0
980,27,659,6/11/2018,4.67,1,0.3,32.8,0
1488,20,813,20/9/2018,4.67,1,0.3,32.8,0
900,18,506,22/8/2018,4.67,1,0.3,32.8,0
708,18,484,26/4/2018,4.67,1,0.3,32.8,0
949,17,637,26/2/2018,4.67,1,0.3,32.8,0
760,11,485,12/7/2018,4.67,1,0.3,32.8,0
938,10,661,10/4/2018,4.67,1,0.3,32.8,0
468,27,326,28/2/2018,30,1,0.55,32.5,0
525,26,325,29/6/2018,30,1,0.55,32.5,0
550,25,337,18/12/2018,30,1,0.55,32.5,0
470,23,325,14/5/2018,30,1,0.55,32.5,0
510,21,335,9/10/2018,30,1,0.55,32.5,0
478,20,318,27/6/2018,30,1,0.55,32.5,0
475,17,326,12/2/2018,30,1,0.55,32.5,0
518,17,335,29/8/2018,30,1,0.55,32.5,0
468,17,342,15/11/2018,30,1,0.55,32.5,0
450,15,342,19/1/2018,30,1,0.55,32.5,0
490,11,318,13/6/2018,30,1,0.55,32.5,0
455,10,318,30/10/2018,30,1,0.55,32.5,0
550,9,342,21/8/2018,30,1,0.55,32.5,0
460,6,335,4/5/2018,30,1,0.55,32.5,0
518,5,326,13/7/2018,30,1,0.55,32.5,0
333,5,342,11/9/2018,30,1,0.55,32.5,0
535,29,325,10/10/2018,30,1,0.55,32.5,0
506,28,326,20/6/2018,30,1,0.55,32.5,0
508,25,318,20/6/2018,30,1,0.55,32.5,0
490,22,318,23/4/2018,30,1,0.55,32.5,0
390,21,318,20/2/2018,30,1,0.55,32.5,0
475,19,318,12/4/2018,30,1,0.55,32.5,0
503,18,326,26/6/2018,30,1,0.55,32.5,0
471,18,325,7/5/2018,30,1,0.55,32.5,0
385,17,318,17/4/2018,30,1,0.55,32.5,0
545,15,327,27/6/2018,30,1,0.55,32.5,0
493,14,327,23/4/2018,30,1,0.55,32.5,0
450,7,318,21/2/2018,30,1,0.55,32.5,0
420,6,318,30/1/2018,30,1,0.55,32.5,0
300,5,325,12/10/2018,30,1,0.55,32.5,0
520,32,393,15/1/2018,31.17,1,0.55,32.5,0
558,29,393,30/4/2018,31.17,1,0.55,32.5,0
500,26,353,2/5/2018,31.17,1,0.55,32.5,0
525,26,393,16/3/2018,31.17,1,0.55,32.5,0
492,25,349,26/1/2018,31.17,1,0.55,32.5,0
480,24,393,14/2/2018,31.17,1,0.55,32.5,0
478,23,369,12/1/2018,31.17,1,0.55,32.5,0
548,20,392,26/6/2018,31.17,1,0.55,32.5,0
495,20,369,22/2/2018,31.17,1,0.55,32.5,0
460,20,393,8/1/2018,31.17,1,0.55,32.5,0
530,18,392,14/5/2018,31.17,1,0.55,32.5,0
528,17,353,10/5/2018,31.17,1,0.55,32.5,0
500,14,392,11/12/2018,31.17,1,0.55,32.5,0
500,11,393,28/8/2018,31.17,1,0.55,32.5,0
530,9,392,5/10/2018,31.17,1,0.55,32.5,0
483,9,349,22/1/2018,31.17,1,0.55,32.5,0
510,7,349,6/4/2018,31.17,1,0.55,32.5,0
550,7,392,20/8/2018,31.17,1,0.55,32.5,0
510,7,353,28/6/2018,31.17,1,0.55,32.5,0
510,7,393,14/2/2018,31.17,1,0.55,32.5,0
528,18,423,10/1/2018,31.17,1,0.55,32.5,0
450,16,473,3/12/2018,31.17,1,0.55,32.5,0
540,14,423,30/10/2018,31.17,1,0.55,32.5,0
515,10,423,4/1/2018,31.17,1,0.55,32.5,0
557,7,423,5/7/2018,31.17,1,0.55,32.5,0
600,27,515,2/2/2018,31.17,1,0.55,32.5,0
598,10,515,27/7/2018,31.17,1,0.55,32.5,0
750,8,515,7/8/2018,31.17,1,0.55,32.5,0
488,24,376,8/1/2018,18.92,1,0.5,35.1,0
578,22,389,17/8/2018,18.92,1,0.5,35.1,0
480,20,389,5/1/2018,18.92,1,0.5,35.1,0
500,20,376,16/11/2018,18.92,1,0.5,35.1,0
500,16,376,18/4/2018,18.92,1,0.5,35.1,0
550,11,376,28/6/2018,18.92,1,0.5,35.1,0
400,4,389,4/5/2018,18.92,1,0.5,35.1,0
520,1,389,11/7/2018,18.92,1,0.5,35.1,0
579,24,376,25/7/2018,18.92,1,0.5,35.1,0
300,23,499,19/3/2018,18.92,1,0.5,35.1,0
770,21,575,15/8/2018,18.92,1,0.5,35.1,0
548,21,389,11/6/2018,18.92,1,0.5,35.1,0
650,18,499,3/8/2018,18.92,1,0.5,35.1,0
